step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,J1_stopped,J1_accumulated_waiting_time,J1_average_speed,J10_stopped,J10_accumulated_waiting_time,J10_average_speed,J13_stopped,J13_accumulated_waiting_time,J13_average_speed,J14_stopped,J14_accumulated_waiting_time,J14_average_speed,J2_stopped,J2_accumulated_waiting_time,J2_average_speed,J3_stopped,J3_accumulated_waiting_time,J3_average_speed,J4_stopped,J4_accumulated_waiting_time,J4_average_speed,J5_stopped,J5_accumulated_waiting_time,J5_average_speed,J6_stopped,J6_accumulated_waiting_time,J6_average_speed,J7_stopped,J7_accumulated_waiting_time,J7_average_speed,J8_stopped,J8_accumulated_waiting_time,J8_average_speed,J9_stopped,J9_accumulated_waiting_time,J9_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
5.0,1,0.0,0.0,3.6962324760854246,0,0.0,1.0,0,0.0,1.0,0,0.0,0.3677637914812553,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.29932900619302116,1,0.0,0.0,0,0.0,0.3479738701569827,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,1,0.0
10.0,1,0.0,0.0,6.806961691224027,0,0.0,1.0,0,0.0,1.0,0,0.0,0.6646991054062521,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.5486100940549177,1,0.0,0.381861077778998,0,0.0,0.9707950709658393,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,1,0.0
15.0,3,5.0,0.3333333333333333,6.165136145805994,0,0.0,1.0,0,0.0,0.9868610860606304,1,3.0,0.00019336461039746802,0,0.0,1.0,1,0.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.3547882883424257,1,2.0,0.12191445189087455,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,3,5.0
20.0,4,18.0,0.9,6.908066871406186,0,0.0,0.626868789553053,0,0.0,0.4562624206350069,1,8.0,0.0,0,0.0,1.0,0,0.0,0.6504088800919035,0,1.0,0.5985341112135648,0,0.0,1.0,1,3.0,0.5609369627740552,2,7.0,0.26608489639637206,0,0.0,0.6326910849489388,0,0.0,0.6513256324889917,0,0.0,0.44182480270098795,4,19.0
25.0,2,2.0,0.08695652173913043,8.579148547676063,0,0.0,0.7497281431893152,0,0.0,1.0,0,0.0,1.0,0,0.0,0.3459595975287453,0,0.0,0.7542182287066845,0,0.0,0.8589078131720256,1,0.0,0.4631061060984156,1,4.0,0.3240818579155735,0,0.0,0.7143637432733716,0,0.0,0.9696415745163216,0,0.0,0.835404857757548,0,0.0,0.9824624191491567,2,4.0
30.0,3,9.0,0.3103448275862069,7.794917925743569,0,0.0,0.4611215882987259,1,0.0,0.46671602479656904,0,0.0,1.0,0,0.0,0.9801283189672008,0,0.0,1.0,0,0.0,0.5499382200908998,0,2.0,0.772976356844243,2,9.0,0.5394717864955152,0,0.0,0.4313959429926677,0,0.0,0.49751656558931395,0,0.0,1.0,0,0.0,0.5368021469428238,3,11.0
35.0,2,2.0,0.0625,7.749501639674258,0,0.0,0.5227765703077074,0,0.0,0.8116037976326385,0,1.0,0.6409146804831285,1,0.0,0.0,0,2.0,0.5940403172952651,0,0.0,0.9442620229152997,0,2.0,0.2773890898862086,0,0.0,0.44713692536747673,0,0.0,0.9000881279547743,0,0.0,0.6937049428980204,0,0.0,0.7144139037360245,1,2.0,0.42189637292203863,2,7.0
40.0,4,14.0,0.4,7.480945108648729,0,0.0,1.0,0,0.0,0.26971129336276833,0,1.0,0.5872488782397135,0,0.0,0.6283757824183426,0,2.0,0.7613908992183455,1,1.0,0.38680947957123657,1,7.0,0.5492871474941319,2,8.0,0.4739238999899327,0,2.0,0.9599510482396666,0,0.0,1.0,0,0.0,0.5969141316849987,0,1.0,0.46024614441949935,4,22.0
45.0,8,34.0,0.85,6.976685817154802,0,1.0,0.5865021203339712,0,0.0,0.9889337555657922,1,3.0,0.0,0,0.0,0.2847410567709225,1,3.0,0.1931332439770977,2,11.0,0.3166116737866603,1,1.0,0.5308944565723277,3,18.0,0.1630701922190339,0,2.0,0.6906157661833999,0,0.0,1.0,0,0.0,0.47749893752438816,0,1.0,0.7135735472891247,8,40.0
50.0,9,27.0,0.6136363636363636,7.1910449410377915,1,2.0,0.40316544121400305,0,0.0,0.9745458556799561,0,0.0,0.9266943278767188,1,5.0,0.0,1,8.0,0.4062344979346186,0,2.0,0.8114083844046567,2,8.0,0.5264514146002532,0,0.0,0.5354400858033247,1,7.0,0.30200989604488,1,0.0,0.4657771746811359,0,0.0,0.5091104743886669,0,0.0,0.5031608153511566,7,32.0
55.0,9,49.0,1.065217391304348,7.042995637303551,0,0.0,0.660563480177351,0,0.0,0.015674973221368287,0,0.0,0.8998114641816317,0,6.0,0.7995679841924964,0,3.0,0.7200162279057487,1,0.0,0.45409821129833866,3,22.0,0.37658438672751543,1,5.0,0.5558099062900344,3,18.0,1.964610145299679e-05,0,0.0,0.7100242774019997,0,0.0,0.7543371010420974,0,2.0,0.9384242917614833,8,56.0
60.0,4,12.0,0.23529411764705882,7.390534624530249,0,0.0,0.8570564552769545,1,0.0,0.6346816991427153,0,2.0,0.9517285865770401,0,4.0,0.5373296058821253,0,0.0,0.8734354094896402,0,0.0,0.37209064016471405,0,0.0,0.6236582997439054,3,12.0,0.3666788783860193,0,3.0,0.8116476938105605,0,8.0,0.7444007649124011,0,0.0,0.6894078764388637,0,2.0,0.42637989736832244,4,31.0
65.0,10,46.0,0.8518518518518519,6.9212914975220565,0,4.0,0.6140119144736205,0,2.0,0.4878532716924814,0,2.0,0.2928688491297666,0,2.0,0.5230493218923612,0,0.0,1.0,1,6.0,0.6717702151753412,1,0.0,0.2609349604734756,3,29.0,0.45687740847154135,1,4.0,0.4917496579444294,0,8.0,0.6114895048855733,1,3.0,0.0,3,13.0,0.22917030349372264,10,73.0
70.0,9,55.0,1.0,6.25253232175009,2,4.0,0.12142909332707784,0,2.0,0.3819577729348096,0,0.0,0.8806827734298258,0,2.0,0.6950195678931174,0,0.0,1.0,0,2.0,0.3153995049149426,1,4.0,0.4223002351321332,5,53.0,0.24239606011918532,0,2.0,0.6686139155051842,0,0.0,0.7417246352010924,0,0.0,1.0,1,15.0,0.360991365527082,9,84.0
75.0,10,30.0,0.5263157894736842,7.532128967112033,3,11.0,0.31066360538276233,1,5.0,0.4844064409930899,1,3.0,0.5136432302388587,0,0.0,0.6394692114254584,0,0.0,1.0,1,6.0,0.5653847313566822,1,9.0,0.41208182908780633,1,26.0,0.2848971157299212,0,4.0,0.7485524876271921,0,2.0,0.7765096610897765,0,4.0,0.9455945738510375,0,0.0,0.5308645846597603,8,70.0
80.0,6,22.0,0.38596491228070173,7.299502650268576,0,1.0,0.4027762674135952,0,0.0,1.0,0,0.0,0.8291647829785405,1,4.0,0.2049366339646005,0,4.0,0.5585798346787963,1,9.0,0.5534586788118354,0,2.0,0.5855674028107198,1,5.0,0.49653493539211646,1,5.0,0.5583248814151376,0,4.0,0.49373554607395365,0,0.0,0.5871980196537026,0,0.0,0.6003654081318297,4,34.0
85.0,5,14.0,0.23333333333333334,7.782060813609456,0,1.0,0.7450747093621262,0,0.0,0.9522053398285563,1,2.0,0.49623961644429393,0,4.0,0.7155242589850391,0,7.0,0.8513715077549037,0,1.0,0.5844186974913006,0,0.0,0.02172142079164495,1,15.0,0.531806160926241,0,0.0,0.54911198650281,1,9.0,0.42338135215387657,0,0.0,0.4694001657003274,1,5.0,0.4743512054062354,4,44.0
90.0,5,10.0,0.16666666666666666,7.602400827991262,0,3.0,0.5676636837530408,0,0.0,0.2283155619040112,1,3.0,0.5677571536434178,0,2.0,0.3729831775243221,0,4.0,0.14749959393396456,1,5.0,0.3829106691295911,1,6.0,0.2000194271537542,1,7.0,0.44236542871185186,1,9.0,0.7218653726285704,0,2.0,0.7173889298711549,0,0.0,0.5392791702291888,0,0.0,0.7447627721035973,5,41.0
95.0,10,22.0,0.38596491228070173,6.692984336125616,3,9.0,0.36120720781659443,0,0.0,0.8456854406258698,2,8.0,0.40268708546413556,0,2.0,0.8202100328476503,0,0.0,1.0,0,0.0,0.6179695564492211,0,0.0,0.6248114371155445,2,11.0,0.3925275540086884,1,8.0,0.3248744380788897,0,0.0,0.13577298161750873,2,4.0,0.43257264582234084,0,0.0,0.6721615035819815,10,42.0
100.0,19,71.0,1.1833333333333333,6.365105255877646,1,4.0,0.44214203871287666,0,2.0,0.9243023871649703,3,21.0,0.2985570491158535,1,3.0,0.46932398147390375,0,0.0,1.0,2,6.0,0.10921920952683661,0,1.0,0.8022555438136496,5,25.0,0.1028095786594842,5,25.0,0.27826377669036195,0,2.0,0.932499893698906,2,9.0,0.524126023435212,0,2.0,0.6631366264982468,19,100.0
105.0,20,155.0,2.719298245614035,6.592177152295499,1,2.0,0.34687008862945257,0,2.0,0.7378000368831218,3,38.0,0.3651724993270036,0,0.0,0.8048098777151198,0,0.0,1.0,2,16.0,0.301463015342719,1,2.0,0.4472448767048685,4,31.0,0.3578631800518192,7,55.0,0.11148116881952214,0,0.0,0.8015720825000547,1,14.0,0.3578219251521031,0,4.0,0.9753564742136319,19,164.0
